state,action,reward,next_state,done
"5.004522323608398,-0.839409589767456,1.0,5.391322135925293,2.2540903091430664,2.0,8.510218620300293,-0.1941438466310501,1.0,8.972192764282227,3.0159175395965576,2.0","1.0,0.0",0.1153387634820886,"4.802743911743164,-0.8418043255805969,1.0,5.191123962402344,2.251493453979492,2.0,8.308770179748535,-0.1983298659324646,1.0,8.772383689880371,3.011490821838379,2.0",0
"4.802743911743164,-0.8418043255805969,1.0,5.191123962402344,2.251493453979492,2.0,8.308770179748535,-0.1983298659324646,1.0,8.772383689880371,3.011490821838379,2.0","1.0,0.0",0.11196079945026716,"4.600489139556885,-0.8462322950363159,1.0,4.991893291473389,2.2466888427734375,2.0,8.107141494750977,-0.20618605613708496,1.0,8.573893547058105,3.0031845569610596,2.0",0
"4.600489139556885,-0.8462322950363159,1.0,4.991893291473389,2.2466888427734375,2.0,8.107141494750977,-0.20618605613708496,1.0,8.573893547058105,3.0031845569610596,2.0","1.0,0.0",0.1089085277853572,"4.398840427398682,-0.8462404608726501,1.0,4.790257930755615,2.2466790676116943,2.0,7.905494689941406,-0.20620834827423096,1.0,8.372260093688965,3.0031604766845703,2.0",0
"4.398840427398682,-0.8462404608726501,1.0,4.790257930755615,2.2466790676116943,2.0,7.905494689941406,-0.20620834827423096,1.0,8.372260093688965,3.0031604766845703,2.0","1.0,0.0",0.10564046124131421,"4.196286201477051,-0.8523069024085999,1.0,4.5923871994018555,2.2400102615356445,2.0,7.703904628753662,-0.21757829189300537,1.0,8.175529479980469,2.9910738468170166,2.0",0
"4.196286201477051,-0.8523069024085999,1.0,4.5923871994018555,2.2400102615356445,2.0,7.703904628753662,-0.21757829189300537,1.0,8.175529479980469,2.9910738468170166,2.0","1.0,0.0",0.10322952561726328,"3.9948019981384277,-0.8525006175041199,1.0,4.391083717346191,2.2397987842559814,2.0,7.502460479736328,-0.21798565983772278,1.0,7.974273204803467,2.9906444549560547,2.0",0
"3.9948019981384277,-0.8525006175041199,1.0,4.391083717346191,2.2397987842559814,2.0,7.502460479736328,-0.21798565983772278,1.0,7.974273204803467,2.9906444549560547,2.0","1.0,0.0",0.10083690173713489,"3.7930848598480225,-0.8526664972305298,1.0,4.189500331878662,2.2396156787872314,2.0,7.300769805908203,-0.21830381453037262,1.0,7.772721290588379,2.9903059005737305,2.0",0
"3.7930848598480225,-0.8526664972305298,1.0,4.189500331878662,2.2396156787872314,2.0,7.300769805908203,-0.21830381453037262,1.0,7.772721290588379,2.9903059005737305,2.0","1.0,0.0",0.49901292237699,"3.590677499771118,-0.857379138469696,1.0,3.9913134574890137,2.234358310699463,2.0,7.099225997924805,-0.22780455648899078,1.0,7.57555627822876,2.9801573753356934,2.0",0
"3.590677499771118,-0.857379138469696,1.0,3.9913134574890137,2.234358310699463,2.0,7.099225997924805,-0.22780455648899078,1.0,7.57555627822876,2.9801573753356934,2.0","1.0,0.0",0.3315254746973806,"3.3891916275024414,-0.8571309447288513,1.0,3.7896251678466797,2.234633684158325,2.0,6.897697925567627,-0.22732634842395782,1.0,7.373818397521973,2.9806675910949707,2.0",0
"3.3891916275024414,-0.8571309447288513,1.0,3.7896251678466797,2.234633684158325,2.0,6.897697925567627,-0.22732634842395782,1.0,7.373818397521973,2.9806675910949707,2.0","1.0,0.0",0.266400158544001,"3.1876423358917236,-0.8571065068244934,1.0,3.588069200515747,2.234653949737549,2.0,6.696142196655273,-0.2272820770740509,1.0,7.172255516052246,2.980708122253418,2.0",0
"3.1876423358917236,-0.8571065068244934,1.0,3.588069200515747,2.234653949737549,2.0,6.696142196655273,-0.2272820770740509,1.0,7.172255516052246,2.980708122253418,2.0","1.0,0.0",0.22959807519677455,"2.9852936267852783,-0.8599191308021545,1.0,3.388721227645874,2.2314541339874268,2.0,6.494408130645752,-0.23351508378982544,1.0,6.973635196685791,2.9740142822265625,2.0",0
"2.9852936267852783,-0.8599191308021545,1.0,3.388721227645874,2.2314541339874268,2.0,6.494408130645752,-0.23351508378982544,1.0,6.973635196685791,2.9740142822265625,2.0","1.0,0.0",0.20471305632808723,"2.783673048019409,-0.8598895072937012,1.0,3.187082529067993,2.231484889984131,2.0,6.292784690856934,-0.23346368968486786,1.0,6.771993160247803,2.974067211151123,2.0",0
"2.783673048019409,-0.8598895072937012,1.0,3.187082529067993,2.231484889984131,2.0,6.292784690856934,-0.23346368968486786,1.0,6.771993160247803,2.974067211151123,2.0","1.0,0.0",0.18633303792575306,"2.58205509185791,-0.8604085445404053,1.0,2.9861466884613037,2.230879783630371,2.0,6.091303825378418,-0.2347540408372879,1.0,6.5712199211120605,2.9726743698120117,2.0",0
"2.58205509185791,-0.8604085445404053,1.0,2.9861466884613037,2.230879783630371,2.0,6.091303825378418,-0.2347540408372879,1.0,6.5712199211120605,2.9726743698120117,2.0","1.0,0.0",0.1722535206004312,"2.3798413276672363,-0.8621259331703186,1.0,2.786217451095581,2.228862762451172,2.0,5.889552593231201,-0.23906674981117249,1.0,6.371838569641113,2.968006134033203,2.0",0
"2.3798413276672363,-0.8621259331703186,1.0,2.786217451095581,2.228862762451172,2.0,5.889552593231201,-0.23906674981117249,1.0,6.371838569641113,2.968006134033203,2.0","1.0,0.0",0.16080881738642416,"2.178151845932007,-0.8621572852134705,1.0,2.5845835208892822,2.228822946548462,2.0,5.687862396240234,-0.239150732755661,1.0,6.170206069946289,2.967912435531616,2.0",0
"2.178151845932007,-0.8621572852134705,1.0,2.5845835208892822,2.228822946548462,2.0,5.687862396240234,-0.239150732755661,1.0,6.170206069946289,2.967912435531616,2.0","1.0,0.0",0.15172516322058494,"1.976658582687378,-0.8624227643013,1.0,2.3835699558258057,2.2284951210021973,2.0,5.486477375030518,-0.23997193574905396,1.0,5.969318866729736,2.9670169353485107,2.0",0
"1.976658582687378,-0.8624227643013,1.0,2.3835699558258057,2.2284951210021973,2.0,5.486477375030518,-0.23997193574905396,1.0,5.969318866729736,2.9670169353485107,2.0","1.0,0.0",0.1436435260150022,"1.7751927375793457,-0.8623295426368713,1.0,5.284983158111572,-0.2397177517414093,1.0,5.767677307128906,2.9672887325286865,2.0,8.279934883117676,0.5996250510215759,1.0",0
"1.7751927375793457,-0.8623295426368713,1.0,5.284983158111572,-0.2397177517414093,1.0,5.767677307128906,2.9672887325286865,2.0,8.279934883117676,0.5996250510215759,1.0","1.0,0.0",0.1367860539181116,"1.5734846591949463,-0.8623918890953064,1.0,5.083262920379639,-0.23990948498249054,1.0,5.566054821014404,2.9670817852020264,2.0,8.078213691711426,0.5993231534957886,1.0",0
"1.5734846591949463,-0.8623918890953064,1.0,5.083262920379639,-0.23990948498249054,1.0,5.566054821014404,2.9670817852020264,2.0,8.078213691711426,0.5993231534957886,1.0","1.0,0.0",0.13126588063052624,"1.3720743656158447,-0.8625481724739075,1.0,4.881975173950195,-0.24056340754032135,1.0,5.365244388580322,2.9663615226745605,2.0,7.877076148986816,0.5982447862625122,1.0",0
"1.3720743656158447,-0.8625481724739075,1.0,4.881975173950195,-0.24056340754032135,1.0,5.365244388580322,2.9663615226745605,2.0,7.877076148986816,0.5982447862625122,1.0","1.0,0.0",0.12590007526534963,"1.1705076694488525,-0.862532377243042,1.0,4.680402755737305,-0.24051125347614288,1.0,5.163637161254883,2.966418504714966,2.0,7.675495147705078,0.5983279943466187,1.0",0
"1.1705076694488525,-0.862532377243042,1.0,4.680402755737305,-0.24051125347614288,1.0,5.163637161254883,2.966418504714966,2.0,7.675495147705078,0.5983279943466187,1.0","1.0,0.0",0.12092439553093026,"0.9687795042991638,-0.862548828125,1.0,4.478604793548584,-0.2405817061662674,1.0,4.961899757385254,2.966339349746704,2.0,7.473644256591797,0.5982113480567932,1.0",0
"0.9687795042991638,-0.862548828125,1.0,4.478604793548584,-0.2405817061662674,1.0,4.961899757385254,2.966339349746704,2.0,7.473644256591797,0.5982113480567932,1.0","1.0,0.0",0.11742868979328547,"4.277446269989014,-0.24040667712688446,1.0,4.760605812072754,2.96653413772583,2.0,7.272518634796143,0.5985016226768494,1.0,7.7086968421936035,3.9989681243896484,2.0",0
"4.277446269989014,-0.24040667712688446,1.0,4.760605812072754,2.96653413772583,2.0,7.272518634796143,0.5985016226768494,1.0,7.7086968421936035,3.9989681243896484,2.0","1.0,0.0",0.11335811811306806,"4.075794696807861,-0.24043266475200653,1.0,4.558980941772461,2.9664993286132812,2.0,7.0708746910095215,0.5984492897987366,1.0,7.507081508636475,3.9989070892333984,2.0",0
"4.075794696807861,-0.24043266475200653,1.0,4.558980941772461,2.9664993286132812,2.0,7.0708746910095215,0.5984492897987366,1.0,7.507081508636475,3.9989070892333984,2.0","1.0,0.6",0.10202351256281217,"3.8311550617218018,-0.7391816973686218,1.0,4.698025226593018,2.3859269618988037,2.0,6.905612945556641,-0.2680774927139282,1.0,7.749214172363281,3.054812431335449,2.0",0
"3.8311550617218018,-0.7391816973686218,1.0,4.698025226593018,2.3859269618988037,2.0,6.905612945556641,-0.2680774927139282,1.0,7.749214172363281,3.054812431335449,2.0","1.0,0.0",0.09515673233742605,"3.5618958473205566,-1.1163963079452515,1.0,4.726123809814453,1.9105626344680786,2.0,6.66745662689209,-0.9439966678619385,1.0,7.82759952545166,2.282067060470581,2.0",0
"3.5618958473205566,-1.1163963079452515,1.0,4.726123809814453,1.9105626344680786,2.0,6.66745662689209,-0.9439966678619385,1.0,7.82759952545166,2.282067060470581,2.0","1.0,0.0",0.10329684297913655,"3.347891092300415,-1.1620886325836182,1.0,4.549671649932861,1.8501571416854858,2.0,6.455356121063232,-1.0283198356628418,1.0,7.6555280685424805,2.183065891265869,2.0",0
"3.347891092300415,-1.1620886325836182,1.0,4.549671649932861,1.8501571416854858,2.0,6.455356121063232,-1.0283198356628418,1.0,7.6555280685424805,2.183065891265869,2.0","1.0,0.0",0.10168773626186711,"3.144227981567383,-1.1685125827789307,1.0,4.351547718048096,1.8415180444717407,2.0,6.251930236816406,-1.0404648780822754,1.0,7.4580078125,2.168708562850952,2.0",0
"3.144227981567383,-1.1685125827789307,1.0,4.351547718048096,1.8415180444717407,2.0,6.251930236816406,-1.0404648780822754,1.0,7.4580078125,2.168708562850952,2.0","1.0,0.0",0.0988301228963202,"2.9422531127929688,-1.1693602800369263,1.0,4.150321006774902,1.8403679132461548,2.0,6.049940586090088,-1.0420900583267212,1.0,7.256816864013672,2.166781187057495,2.0",0
"2.9422531127929688,-1.1693602800369263,1.0,4.150321006774902,1.8403679132461548,2.0,6.049940586090088,-1.0420900583267212,1.0,7.256816864013672,2.166781187057495,2.0","1.0,0.0",0.4106822989633282,"2.741452693939209,-1.1682058572769165,1.0,3.948082447052002,1.842103123664856,2.0,5.8491291999816895,-1.0394420623779297,1.0,7.054470539093018,2.1700096130371094,2.0",0
"2.741452693939209,-1.1682058572769165,1.0,3.948082447052002,1.842103123664856,2.0,5.8491291999816895,-1.0394420623779297,1.0,7.054470539093018,2.1700096130371094,2.0","1.0,0.0",0.2943895408957957,"2.539705991744995,-1.1683335304260254,1.0,3.746448516845703,1.8419301509857178,2.0,5.647383689880371,-1.0396862030029297,1.0,6.852846145629883,2.16972017288208,2.0",0
"2.539705991744995,-1.1683335304260254,1.0,3.746448516845703,1.8419301509857178,2.0,5.647383689880371,-1.0396862030029297,1.0,6.852846145629883,2.16972017288208,2.0","1.0,0.0",0.24166543524833206,"2.3397226333618164,-1.1657047271728516,1.0,3.543016195297241,1.845937728881836,2.0,5.447249889373779,-1.0335015058517456,1.0,6.6490349769592285,2.1772818565368652,2.0",0
"2.3397226333618164,-1.1657047271728516,1.0,3.543016195297241,1.845937728881836,2.0,5.447249889373779,-1.0335015058517456,1.0,6.6490349769592285,2.1772818565368652,2.0","1.0,0.0",0.21043090050523472,"2.1381163597106934,-1.1659983396530151,1.0,3.341752767562866,1.845507264137268,2.0,5.245658874511719,-1.0341484546661377,1.0,6.447809219360352,2.1764984130859375,2.0",0
"2.1381163597106934,-1.1659983396530151,1.0,3.341752767562866,1.845507264137268,2.0,5.245658874511719,-1.0341484546661377,1.0,6.447809219360352,2.1764984130859375,2.0","1.0,0.0",0.18894123383550276,"1.9363912343978882,-1.16599702835083,1.0,3.140002727508545,1.8454962968826294,2.0,5.043935298919678,-1.034130573272705,1.0,6.246059417724609,2.1765027046203613,2.0",0
"1.9363912343978882,-1.16599702835083,1.0,3.140002727508545,1.8454962968826294,2.0,5.043935298919678,-1.034130573272705,1.0,6.246059417724609,2.1765027046203613,2.0","1.0,0.6",0.15536695769152908,"1.5907700061798096,-1.408348560333252,1.0,3.1611170768737793,1.4292378425598145,2.0,4.690447807312012,-1.6656657457351685,1.0,6.28419303894043,1.3696880340576172,2.0",0
"1.5907700061798096,-1.408348560333252,1.0,3.1611170768737793,1.4292378425598145,2.0,4.690447807312012,-1.6656657457351685,1.0,6.28419303894043,1.3696880340576172,2.0","1.0,0.0",0.14142156367588665,"3.101914405822754,1.0987389087677002,2.0,4.317363262176514,-2.1323540210723877,1.0,6.2037529945373535,0.7303266525268555,2.0,6.848639011383057,-2.2689437866210938,1.0",0
"3.101914405822754,1.0987389087677002,2.0,4.317363262176514,-2.1323540210723877,1.0,6.2037529945373535,0.7303266525268555,2.0,6.848639011383057,-2.2689437866210938,1.0","1.0,0.0",0.1466666178298115,"2.9112374782562256,1.0668864250183105,2.0,4.094603061676025,-2.176093101501465,1.0,6.009271144866943,0.6677529811859131,2.0,6.624399662017822,-2.3377609252929688,1.0",0
"2.9112374782562256,1.0668864250183105,2.0,4.094603061676025,-2.176093101501465,1.0,6.009271144866943,0.6677529811859131,2.0,6.624399662017822,-2.3377609252929688,1.0","1.0,0.0",0.13822493756249665,"2.711916446685791,1.0605591535568237,2.0,3.8885014057159424,-2.1848878860473633,1.0,5.809115409851074,0.6549457907676697,2.0,6.417960166931152,-2.3518476486206055,1.0",0
"2.711916446685791,1.0605591535568237,2.0,3.8885014057159424,-2.1848878860473633,1.0,5.809115409851074,0.6549457907676697,2.0,6.417960166931152,-2.3518476486206055,1.0","1.0,0.0",0.13042996768793635,"2.5121912956237793,1.059936285018921,2.0,3.6880712509155273,-2.1857662200927734,1.0,5.609300136566162,0.6536493897438049,2.0,6.21749210357666,-2.353276252746582,1.0",0
"2.5121912956237793,1.059936285018921,2.0,3.6880712509155273,-2.1857662200927734,1.0,5.609300136566162,0.6536493897438049,2.0,6.21749210357666,-2.353276252746582,1.0","1.0,-0.6",0.11843369788958746,"2.180258274078369,1.3685797452926636,2.0,3.743659734725952,-1.709240436553955,1.0,5.303799152374268,1.3435264825820923,2.0,6.274604797363281,-1.5666252374649048,1.0",0
"2.180258274078369,1.3685797452926636,2.0,3.743659734725952,-1.709240436553955,1.0,5.303799152374268,1.3435264825820923,2.0,6.274604797363281,-1.5666252374649048,1.0","1.0,0.0",0.11042612335597468,"1.8689080476760864,1.5746675729751587,2.0,3.7082884311676025,-1.3466256856918335,1.0,4.981560707092285,1.836486577987671,2.0,6.215453147888184,-0.9722511172294617,1.0",0
"1.8689080476760864,1.5746675729751587,2.0,3.7082884311676025,-1.3466256856918335,1.0,4.981560707092285,1.836486577987671,2.0,6.215453147888184,-0.9722511172294617,1.0","1.0,0.0",0.11945870836709682,"1.6487149000167847,1.600345492362976,2.0,3.5259222984313965,-1.296783208847046,1.0,4.757702827453613,1.9026093482971191,2.0,6.02800989151001,-0.8898454308509827,1.0",0
"1.6487149000167847,1.600345492362976,2.0,3.5259222984313965,-1.296783208847046,1.0,4.757702827453613,1.9026093482971191,2.0,6.02800989151001,-0.8898454308509827,1.0","1.0,0.0",0.11628159543375993,"3.3268752098083496,-1.2893669605255127,1.0,4.5520405769348145,1.912566900253296,2.0,5.828115940093994,-0.8772552609443665,1.0,6.570486068725586,2.5339572429656982,2.0",0
"3.3268752098083496,-1.2893669605255127,1.0,4.5520405769348145,1.912566900253296,2.0,5.828115940093994,-0.8772552609443665,1.0,6.570486068725586,2.5339572429656982,2.0","1.0,0.0",0.11206345264973905,"3.125472068786621,-1.2892693281173706,1.0,4.350546836853027,1.9127007722854614,2.0,5.626700401306152,-0.8770902752876282,1.0,6.368974685668945,2.5341455936431885,2.0",0
"3.125472068786621,-1.2892693281173706,1.0,4.350546836853027,1.9127007722854614,2.0,5.626700401306152,-0.8770902752876282,1.0,6.368974685668945,2.5341455936431885,2.0","1.0,0.0",0.10843708804363805,"2.924006223678589,-1.288703203201294,1.0,4.1485114097595215,1.913485050201416,2.0,5.425161838531494,-0.8760783672332764,1.0,6.1668291091918945,2.535289764404297,2.0",0
